CUST_ID,SEX,AGE,EDUCATION,INVESTMENT,INCOME,ACTIVITY,CHURN,YRLY_AMT,AVG_DAILY_TX,YRLY_TX,AVG_TX_AMT,NEGTWEETS,STATE,EDUCATION_GROUP,TwitterID,CHURN_LABEL
1009572070,M,38,2,11460,39175,2,0,16050.699,0.706849,258,62.212204,3,UT,Bachelors degree,000000000000000000,false
1009568340,M,34,4,6219,39161,2,0,15733.602,0.69863,255,61.700394,4,WV,Associate degree,000000000000000000,false
1009542150,M,79,4,8525,39151,4,0,15124.301,0.657534,240,63.018097,3,MI,Associate degree,000000000000000000,false
1009529680,M,61,4,12200,39015,4,0,15767.301,0.69589,254,62.076004,4,NY,Associate degree,000000000000000000,false
1009580210,M,48,4,6270,38743,1,0,14988.602,0.671233,245,61.1781,4,MN,Associate degree,000000000000000000,false
1009571760,M,59,2,5067,38725,1,0,16164.699,0.706849,258,62.654007,5,ID,Bachelors degree,000000000000000000,false
1009529140,F,40,2,11885,38682,4,0,16134.5,0.70137,256,63.025406,3,CA,Bachelors degree,000000000000000000,false
1009553720,F,45,4,7415,38625,2,0,14562.898,0.660274,241,60.426804,3,CA,Associate degree,000000000000000000,false
1009566800,M,55,4,14024,38507,2,0,15245.102,0.663014,242,62.9964,3,NV,Associate degree,000000000000000000,false
1009524300,M,26,2,14001,38455,4,0,14274.301,0.663014,242,58.984497,2,NH,Bachelors degree,000000000000000000,false
1009558320,F,83,4,7345,38450,2,0,15920,0.70137,256,62.187607,3,FL,Associate degree,000000000000000000,false
1009562520,F,55,4,9290,38425,2,0,15485.898,0.663014,242,63.991394,2,ID,Associate degree,000000000000000000,false
1009565890,F,72,4,13583,38423,2,0,14304.602,0.663014,242,59.11,4,IL,Associate degree,000000000000000000,false
1009539280,M,49,4,7078,38336,3,1,15913.801,0.70411,257,61.921494,15,ID,Associate degree,000000000000000000,true
1009564550,F,24,2,14094,38325,1,1,14789,0.671233,245,60.363297,13,OR,Bachelors degree,000000000000000000,true
1009574940,F,68,4,9550,38324,0,1,14199.801,0.660274,241,58.920303,11,ID,Associate degree,000000000000000000,true
1009522500,F,35,4,13401,38259,0,1,14943.301,0.660274,241,62.0054,8,OR,Associate degree,000000000000000000,true
1009532910,M,65,4,6111,38245,4,0,14858,0.665753,243,61.143997,2,MT,Associate degree,000000000000000000,false
1009536930,F,50,2,13153,38205,3,0,14593.602,0.673973,246,59.3235,1,MA,Bachelors degree,000000000000000000,false
1009537200,F,41,4,5647,38182,4,0,14694.199,0.660274,241,60.971695,4,CA,Associate degree,000000000000000000,false
1009579150,F,40,4,6136,38121,1,1,14638.301,0.657534,240,60.992706,12,MD,Associate degree,000000000000000000,true
1009530920,M,78,2,7465,38083,3,0,14339.199,0.657534,240,59.746704,3,MA,Bachelors degree,000000000000000000,false
1009520520,M,34,4,7088,38005,0,1,14959.102,0.660274,241,62.0708,7,ND,Associate degree,000000000000000000,true
1009549920,F,40,4,8110,38004,0,1,14598.102,0.663014,242,60.3226,11,OR,Associate degree,000000000000000000,true
1009556520,F,56,4,12899,37999,3,0,14880.199,0.665753,243,61.235504,3,AK,Associate degree,000000000000000000,false
1009580180,F,59,1,0,37994,1,1,15060.602,0.660274,241,62.492096,10,MD,High school graduate,000000000000000000,true
1009554270,F,50,2,10397,37992,2,0,14746.699,0.665753,243,60.685898,3,NH,Bachelors degree,000000000000000000,false
1009530230,M,53,1,0,37975,2,0,14597.5,0.657534,240,60.823105,4,OR,High school graduate,000000000000000000,false
1009539680,F,26,4,10655,37918,0,1,13909.699,0.652055,238,58.4442,11,PA,Associate degree,000000000000000000,true
1009542080,F,46,4,0,37895,5,0,15526.602,0.706849,258,60.180496,4,TX,Associate degree,000000000000000000,false
1009533630,M,61,1,0,37894,1,0,14381.699,0.668493,244,58.941406,3,AR,High school graduate,000000000000000000,false
1009526110,M,55,4,6263,37892,0,0,14353.602,0.654795,239,60.057007,1,ND,Associate degree,000000000000000000,false
1009553930,F,43,1,0,37882,3,0,15360.5,0.70137,256,60.002106,3,MA,High school graduate,000000000000000000,false
1009548590,F,24,4,11950,37871,2,1,15688,0.706849,258,60.8062,8,MI,Associate degree,000000000000000000,true
1009552550,F,35,1,0,37866,3,0,15923.398,0.70137,256,62.201004,3,MA,High school graduate,000000000000000000,false
1009570560,M,23,1,0,37837,1,0,14631.898,0.654795,239,61.2213,3,KS,High school graduate,000000000000000000,false
1009564330,M,54,1,0,37818,1,0,14977.699,0.668493,244,61.383896,1,KS,High school graduate,000000000000000000,false
1009564820,M,58,1,0,37812,1,0,14899.199,0.657534,240,62.079803,2,VT,High school graduate,000000000000000000,false
1009540050,M,56,4,0,37785,2,0,14840.199,0.668493,244,60.820404,4,IL,Associate degree,000000000000000000,false
1009535290,M,82,4,0,37758,1,0,15913.301,0.690411,252,63.1481,5,KS,Associate degree,000000000000000000,false
1009531040,F,82,1,0,37756,3,0,14826.801,0.663014,242,61.2677,4,IN,High school graduate,000000000000000000,false
1009564050,M,65,1,0,37755,3,0,14762.199,0.663014,242,61.000793,3,MS,High school graduate,000000000000000000,false
1009530960,M,44,1,0,37755,4,0,14331.699,0.657534,240,59.715393,3,OR,High school graduate,000000000000000000,false
1009553260,F,30,1,0,37755,4,0,15490.699,0.69863,255,60.747894,1,WA,High school graduate,000000000000000000,false
1009547470,M,36,1,0,37747,1,1,14582.898,0.660274,241,60.509796,14,PA,High school graduate,000000000000000000,true
1009533060,M,86,1,0,37668,1,1,14526.801,0.665753,243,59.781097,12,CA,High school graduate,000000000000000000,true
1009543320,F,34,4,0,37659,3,0,14752,0.668493,244,60.459106,4,SD,Associate degree,000000000000000000,false
1009534060,F,64,4,0,37621,5,0,14598.301,0.673973,246,59.342697,2,WA,Associate degree,000000000000000000,false
1009563680,M,59,4,0,37609,2,0,15870.699,0.69589,254,62.483093,3,AR,Associate degree,000000000000000000,false
1009530750,M,50,4,12474,37571,2,1,15474.301,0.693151,253,61.163193,8,WA,Associate degree,000000000000000000,true
1009521450,M,30,4,0,37568,1,1,14770.801,0.660274,241,61.289597,11,ND,Associate degree,000000000000000000,true
1009563960,F,63,1,0,37561,1,1,14311.199,0.663014,242,59.1371,11,CA,High school graduate,000000000000000000,true
1009543880,F,64,1,0,37530,0,1,13836.301,0.660274,241,57.4122,8,OR,High school graduate,000000000000000000,true
1009539950,F,43,4,0,37507,1,1,15604.102,0.693151,253,61.6763,10,OR,Associate degree,000000000000000000,true
1009540340,M,30,1,0,37498,1,0,14026.801,0.654795,239,58.689407,5,WI,High school graduate,000000000000000000,false
1009537900,M,39,1,0,37486,2,0,14579.102,0.668493,244,59.750504,2,WY,High school graduate,000000000000000000,false
1009528430,F,38,1,0,37476,4,0,15778.801,0.693151,253,62.3667,3,VA,High school graduate,000000000000000000,false
1009548490,M,69,1,0,37425,1,1,14457.5,0.663014,242,59.741806,15,MI,High school graduate,000000000000000000,true
1009564070,M,28,4,0,37417,2,1,14259.398,0.663014,242,58.923294,13,OR,Associate degree,000000000000000000,true
1009552000,F,66,1,0,37410,1,1,14649.398,0.663014,242,60.5345,9,MI,High school graduate,000000000000000000,true
1009576860,M,64,1,0,37409,1,0,14022.199,0.657534,240,58.425903,3,MD,High school graduate,000000000000000000,false
1009530220,F,43,4,11864,37397,3,1,15665.699,0.70411,257,60.955994,11,CA,Associate degree,000000000000000000,true
1009541070,M,65,1,0,37393,2,0,14272.699,0.660274,241,59.2229,3,IL,High school graduate,000000000000000000,false
1009543450,M,31,4,13647,37393,2,1,15258.801,0.70137,256,59.604706,11,OR,Associate degree,000000000000000000,true
1009560480,F,43,1,0,37387,2,0,15624.699,0.69589,254,61.514603,2,WI,High school graduate,000000000000000000,false
1009555910,M,70,1,0,37386,2,0,14061.199,0.657534,240,58.588394,2,IA,High school graduate,000000000000000000,false
1009552290,F,44,1,0,37371,3,0,14227.602,0.665753,243,58.549606,3,MS,High school graduate,000000000000000000,false
1009544590,F,42,1,0,37338,0,1,15817.199,0.69863,255,62.0282,16,ND,High school graduate,000000000000000000,true
1009528150,F,49,2,6477,37336,2,0,15331.602,0.693151,253,60.599106,3,MT,Bachelors degree,000000000000000000,false
1009539270,F,42,4,12668,37327,3,0,14381.699,0.657534,240,59.923798,3,KY,Associate degree,000000000000000000,false
1009577660,M,20,1,0,37326,1,1,14301.5,0.673973,246,58.136093,10,OR,High school graduate,000000000000000000,true
1009532210,F,23,1,0,37320,2,1,15088.602,0.69589,254,59.4039,5,ND,High school graduate,000000000000000000,true
1009526240,F,47,1,0,37316,1,1,14201.199,0.663014,242,58.682602,6,ND,High school graduate,000000000000000000,true
1009556730,F,48,1,0,37313,0,1,14475,0.663014,242,59.814194,12,MI,High school graduate,000000000000000000,true
1009542220,F,62,1,0,37267,1,1,14419.398,0.665753,243,59.339203,11,WA,High school graduate,000000000000000000,true
1009520740,M,34,1,0,37209,2,0,14496.5,0.663014,242,59.902695,3,DC,High school graduate,000000000000000000,false
1009560750,M,32,1,0,37165,2,0,15093.898,0.69863,255,59.191803,2,IN,High school graduate,000000000000000000,false
1009530690,F,71,4,6749,37163,3,0,14433.301,0.668493,244,59.152695,4,OK,Associate degree,000000000000000000,false
1009554060,F,89,1,0,37158,4,0,15257.898,0.70137,256,59.601395,2,IL,High school graduate,000000000000000000,false
1009529710,F,51,1,0,37151,0,0,15617.898,0.69863,255,61.246902,2,MT,High school graduate,000000000000000000,false
1009521900,F,46,4,0,37144,1,0,14219.801,0.660274,241,59.003403,4,ID,Associate degree,000000000000000000,false
1009544910,F,44,1,0,37143,3,0,14461.5,0.671233,245,59.026505,3,WA,High school graduate,000000000000000000,false
1009562820,M,38,1,0,37132,1,1,14066.102,0.660274,241,58.3656,13,ID,High school graduate,000000000000000000,true
1009566490,M,32,1,0,37121,1,1,14235.199,0.663014,242,58.822998,9,CA,High school graduate,000000000000000000,true
1009554870,F,29,1,0,37120,2,1,15373.102,0.690411,252,61.004395,6,WA,High school graduate,000000000000000000,true
1009545220,M,30,2,14242,37102,0,1,14347.699,0.657534,240,59.781906,11,ND,Bachelors degree,000000000000000000,true
1009534180,M,42,1,0,37092,1,0,15853.801,0.69589,254,62.416595,4,FL,High school graduate,000000000000000000,false
1009532440,F,54,1,0,37079,1,0,14238,0.671233,245,58.114304,5,ID,High school graduate,000000000000000000,false
1009553080,M,24,1,0,37055,5,0,13825.801,0.652055,238,58.0914,3,GA,High school graduate,000000000000000000,false
1009536820,M,53,4,0,37037,2,0,13960.898,0.660274,241,57.929,3,MO,Associate degree,000000000000000000,false
1009552200,M,31,1,0,37023,1,1,15271.699,0.684932,250,61.086594,12,OR,High school graduate,000000000000000000,true
1009580320,F,35,1,0,37022,2,0,14292.5,0.660274,241,59.304993,4,WI,High school graduate,000000000000000000,false
1009534500,F,81,1,0,37004,3,0,15230.699,0.70137,256,59.494904,2,MI,High school graduate,000000000000000000,false
1009530350,F,41,1,0,37001,4,0,13911.102,0.657534,240,57.962906,3,FL,High school graduate,000000000000000000,false
1009555820,M,57,2,10251,36951,3,0,14590.699,0.660274,241,60.542206,0,RI,Bachelors degree,000000000000000000,false
1009580220,F,61,4,13556,36906,4,0,14247.398,0.649315,237,60.1156,5,WI,Associate degree,000000000000000000,false
1009565590,F,51,1,0,36902,3,0,14136.5,0.668493,244,57.9366,4,MN,High school graduate,000000000000000000,false
1009526700,M,30,2,5541,36901,0,1,15279.5,0.69863,255,59.919403,9,ID,Bachelors degree,000000000000000000,true
1009564830,F,72,4,0,36899,2,0,14151.301,0.652055,238,59.459396,2,IA,Associate degree,000000000000000000,false
1009555560,M,21,1,0,36888,1,0,14240.102,0.657534,240,59.333893,4,AK,High school graduate,000000000000000000,false
1009544720,M,61,1,0,36874,3,0,14310.602,0.665753,243,58.891403,1,ME,High school graduate,000000000000000000,false
1009521910,M,53,1,0,36848,5,0,14434.602,0.663014,242,59.6472,4,NH,High school graduate,000000000000000000,false
1009573890,F,68,4,0,36847,2,0,15764.801,0.70137,256,61.581406,2,WV,Associate degree,000000000000000000,false
1009559700,M,63,1,0,36840,4,0,15186.398,0.69863,255,59.554398,2,KY,High school graduate,000000000000000000,false
1009565900,M,71,4,11750,36828,4,0,14056.5,0.657534,240,58.568893,2,GA,Associate degree,000000000000000000,false
1009577160,M,62,4,0,36823,5,0,14056.102,0.654795,239,58.812103,3,CA,Associate degree,000000000000000000,false
1009551240,M,33,1,0,36818,5,0,14173.102,0.657534,240,59.054398,2,AK,High school graduate,000000000000000000,false
1009534160,M,74,1,0,36814,2,1,14134.5,0.654795,239,59.140198,12,OR,High school graduate,000000000000000000,true
1009575580,F,55,4,7529,36814,2,0,13794.602,0.657534,240,57.477493,3,MD,Associate degree,000000000000000000,false
1009539830,M,50,4,0,36812,0,0,14268.5,0.657534,240,59.452194,2,NY,Associate degree,000000000000000000,false
1009557160,M,62,4,11642,36803,1,0,15314.301,0.69863,255,60.055893,2,WY,Associate degree,000000000000000000,false
1009545160,M,57,1,0,36777,2,0,15222,0.693151,253,60.1662,1,OH,High school graduate,000000000000000000,false
1009521300,F,30,1,0,36766,2,1,15435.898,0.70411,257,60.061996,9,CA,High school graduate,000000000000000000,true
1009535740,F,42,4,12437,36757,4,0,13980.301,0.652055,238,58.740906,3,ND,Associate degree,000000000000000000,false
1009544100,F,52,1,0,36755,2,0,14081.5,0.652055,238,59.166,1,DE,High school graduate,000000000000000000,false
1009533560,F,84,1,0,36751,3,0,14385.898,0.654795,239,60.191895,1,VT,High school graduate,000000000000000000,false
1009550680,M,23,1,0,36744,5,0,14188.199,0.657534,240,59.117706,4,MS,High school graduate,000000000000000000,false
1009526040,M,38,4,0,36736,1,1,13918.801,0.660274,241,57.754196,9,MD,Associate degree,000000000000000000,true
1009567610,M,47,4,14527,36730,3,0,15383.5,0.693151,253,60.804398,4,VT,Associate degree,000000000000000000,false
1009559420,F,24,4,0,36712,3,1,14226.398,0.657534,240,59.276596,7,MD,Associate degree,000000000000000000,true
1009579550,F,85,1,0,36706,1,0,13887.398,0.657534,240,57.864105,2,IN,High school graduate,000000000000000000,false
1009570900,M,26,1,0,36687,1,0,14727.5,0.69863,255,57.7547,4,MI,High school graduate,000000000000000000,false
1009573600,M,49,1,0,36682,2,0,14351.5,0.665753,243,59.0596,4,WI,High school graduate,000000000000000000,false
1009569890,M,71,1,0,36642,5,0,13953.398,0.665753,243,57.4216,4,MA,High school graduate,000000000000000000,false
1009526720,M,27,1,0,36626,1,1,15206.301,0.69863,255,59.6326,15,OR,High school graduate,000000000000000000,true
1009562930,F,50,1,0,36624,5,0,13715.398,0.660274,241,56.910202,2,WV,High school graduate,000000000000000000,false
1009524950,M,54,4,12580,36623,1,1,14220.898,0.654795,239,59.501694,17,ND,Associate degree,000000000000000000,true
1009536670,F,34,4,10436,36611,2,0,14059.199,0.660274,241,58.3367,4,MO,Associate degree,000000000000000000,false
1009552140,M,73,1,0,36576,1,1,13950.898,0.654795,239,58.3721,9,WA,High school graduate,000000000000000000,true
1009520880,M,35,1,0,36552,1,0,15297.801,0.693151,253,60.4657,3,MA,High school graduate,000000000000000000,false
1009552040,M,55,2,5792,36522,5,0,14474.102,0.663014,242,59.810394,3,WV,Bachelors degree,000000000000000000,false
1009575570,M,69,4,11700,36513,4,0,13875.199,0.660274,241,57.5735,3,KY,Associate degree,000000000000000000,false
1009559390,M,48,1,0,36508,2,0,15349.699,0.69863,255,60.194702,3,CO,High school graduate,000000000000000000,false
1009571050,F,65,1,0,36498,1,0,14924.199,0.70137,256,58.297806,4,WV,High school graduate,000000000000000000,false
1009567470,M,58,4,13266,36493,1,1,13759.398,0.657534,240,57.330704,9,CA,Associate degree,000000000000000000,true
1009560860,F,62,1,0,36491,2,0,14973.199,0.69863,255,58.7184,4,ME,High school graduate,000000000000000000,false
1009536880,M,62,4,0,36470,3,0,14209.102,0.660274,241,58.9588,3,RI,Associate degree,000000000000000000,false
1009541370,F,43,4,0,36466,4,0,14048,0.665753,243,57.8105,3,WY,Associate degree,000000000000000000,false
1009529900,M,39,4,8991,36446,2,1,13824.199,0.654795,239,57.841797,9,PA,Associate degree,000000000000000000,true
1009571710,F,30,1,0,36413,2,1,13994.602,0.660274,241,58.069,8,MD,High school graduate,000000000000000000,true
1009569440,F,61,1,0,36412,4,0,13708,0.652055,238,57.5968,3,OK,High school graduate,000000000000000000,false
1009577690,M,67,4,0,36385,2,0,15035.602,0.69589,254,59.195206,3,OH,Associate degree,000000000000000000,false
1009577050,M,49,4,0,36355,1,0,14181.398,0.660274,241,58.843994,5,NC,Associate degree,000000000000000000,false
1009563560,F,40,4,10670,36345,1,0,13773.199,0.657534,240,57.3882,3,NY,Associate degree,000000000000000000,false
1009541960,F,60,4,8020,36322,0,1,15000.102,0.690411,252,59.5242,15,MI,Associate degree,000000000000000000,true
1009579130,M,55,4,8318,36303,2,0,13970.5,0.663014,242,57.729507,5,GA,Associate degree,000000000000000000,false
1009559600,F,67,4,0,36292,2,0,14329.199,0.660274,241,59.4572,3,LA,Associate degree,000000000000000000,false
1009529520,M,40,1,0,36286,2,0,13614.602,0.663014,242,56.258606,3,FL,High school graduate,000000000000000000,false
1009567870,F,35,4,0,36256,2,0,15197.301,0.69863,255,59.597397,3,GA,Associate degree,000000000000000000,false
1009540310,F,45,4,0,36185,2,0,13850,0.654795,239,57.949997,3,NM,Associate degree,000000000000000000,false
1009546960,F,54,4,12599,36169,5,0,15058.199,0.69863,255,59.051697,3,PA,Associate degree,000000000000000000,false
1009529100,M,48,1,0,36165,2,1,14596.699,0.69589,254,57.467194,8,ND,High school graduate,000000000000000000,true
1009535860,M,48,4,13733,36125,3,0,13899.699,0.663014,242,57.436707,2,IA,Associate degree,000000000000000000,false
1009548330,M,61,1,0,36125,0,1,14140.102,0.663014,242,58.430298,9,CA,High school graduate,000000000000000000,true
1009553480,M,54,1,0,36090,1,0,14214.398,0.654795,239,59.474503,2,LA,High school graduate,000000000000000000,false
1009530240,M,43,1,0,36088,4,0,14871.602,0.69863,255,58.320206,4,ID,High school graduate,000000000000000000,false
1009567550,M,34,1,0,36085,2,0,15114.801,0.69863,255,59.273697,4,MT,High school graduate,000000000000000000,false
1009578900,M,41,1,0,36076,2,0,15016,0.690411,252,59.587204,3,NJ,High school graduate,000000000000000000,false
1009521830,M,46,1,0,36060,5,0,14779.801,0.70411,257,57.509003,1,IL,High school graduate,000000000000000000,false
1009534110,F,48,4,0,36056,1,0,13988.301,0.660274,241,58.042892,3,WY,Associate degree,000000000000000000,false
1009530610,F,25,1,0,36055,1,0,13811.301,0.660274,241,57.308502,3,KS,High school graduate,000000000000000000,false
1009569750,M,37,4,0,36023,2,0,13912.699,0.663014,242,57.4906,2,KY,Associate degree,000000000000000000,false
1009550460,M,26,4,0,36018,0,1,15543.301,0.712329,260,59.781998,10,OR,Associate degree,000000000000000000,true
1009551680,M,25,1,0,36017,4,0,14852.102,0.693151,253,58.703903,3,LA,High school graduate,000000000000000000,false
1009544990,F,58,4,0,36015,4,0,13918.199,0.660274,241,57.752,3,MT,Associate degree,000000000000000000,false
1009567650,F,32,1,0,36014,4,0,13724.5,0.649315,237,57.9093,3,TX,High school graduate,000000000000000000,false
1009560150,M,55,2,5061,36011,2,0,15277.398,0.69589,254,60.147095,3,NC,Bachelors degree,000000000000000000,false
1009540890,F,65,1,0,36002,3,0,14658.199,0.693151,253,57.937607,3,DE,High school graduate,000000000000000000,false
1009558920,M,71,4,9225,35991,2,0,14119.898,0.668493,244,57.868607,3,ME,Associate degree,000000000000000000,false
1009566860,M,62,2,6460,35982,4,0,14190.301,0.660274,241,58.880997,2,AZ,Bachelors degree,000000000000000000,false
1009562760,F,55,4,14453,35971,4,0,15457.801,0.69863,255,60.618805,4,MO,Associate degree,000000000000000000,false
1009521770,F,73,1,0,35946,1,0,14157,0.660274,241,58.742706,2,OK,High school graduate,000000000000000000,false
1009556320,M,58,1,0,35938,2,0,13649.898,0.654795,239,57.112595,2,WA,High school graduate,000000000000000000,false
1009544750,F,35,4,0,35934,3,0,13919,0.652055,238,58.483093,3,PA,Associate degree,000000000000000000,false
1009543910,F,38,1,0,35934,0,1,14765.5,0.69589,254,58.131805,16,MD,High school graduate,000000000000000000,true
1009536320,M,65,4,11888,35917,0,0,13933.199,0.665753,243,57.338196,3,NE,Associate degree,000000000000000000,false
1009576880,F,76,4,9183,35893,1,1,15010.898,0.69863,255,58.866196,7,OR,Associate degree,000000000000000000,true
1009535320,M,22,1,0,35881,4,0,14877.199,0.687671,251,59.271606,2,IL,High school graduate,000000000000000000,false
1009569830,F,34,4,0,35873,3,0,13869.102,0.660274,241,57.548294,2,OH,Associate degree,000000000000000000,false
1009555920,M,27,1,0,35870,1,1,14033,0.654795,239,58.715393,7,OR,High school graduate,000000000000000000,true
1009563770,M,21,1,0,35854,2,1,14152.5,0.665753,243,58.240707,16,CA,High school graduate,000000000000000000,true
1009541350,F,57,1,0,35827,2,0,15236.898,0.690411,252,60.464005,3,MO,High school graduate,000000000000000000,false
1009576060,F,60,1,0,35823,1,1,13705.801,0.660274,241,56.870605,7,WA,High school graduate,000000000000000000,true
1009547390,M,36,1,0,35816,0,1,15429.5,0.69863,255,60.507706,6,MD,High school graduate,000000000000000000,true
1009575930,M,59,4,8682,35776,2,0,13702.102,0.663014,242,56.619995,2,WA,Associate degree,000000000000000000,false
1009547950,M,47,1,0,35761,3,0,13588.699,0.654795,239,56.856598,1,IN,High school graduate,000000000000000000,false
1009529410,F,74,2,9680,35735,2,0,14005.699,0.660274,241,58.115005,3,AR,Bachelors degree,000000000000000000,false
1009545430,M,59,1,0,35722,2,0,14277.5,0.660274,241,59.242905,2,MO,High school graduate,000000000000000000,false
1009571920,F,48,4,0,35706,1,1,13720.301,0.663014,242,56.695297,7,ID,Associate degree,000000000000000000,true
1009550350,F,31,4,12843,35682,1,1,14231.398,0.668493,244,58.325394,11,OR,Associate degree,000000000000000000,true
1009538610,M,51,4,0,35682,2,0,15252.301,0.693151,253,60.285706,2,ND,Associate degree,000000000000000000,false
1009574460,F,74,1,0,35637,1,0,13941.5,0.673973,246,56.6727,3,DE,High school graduate,000000000000000000,false
1009564450,F,70,1,0,35633,3,0,13828.898,0.665753,243,56.9088,3,MT,High school graduate,000000000000000000,false
1009544040,M,28,1,0,35624,1,1,13838.602,0.671233,245,56.4843,11,CA,High school graduate,000000000000000000,true
1009569900,F,48,4,0,35599,2,0,13714.301,0.657534,240,57.1429,2,SD,Associate degree,000000000000000000,false
1009575610,M,30,1,0,35599,4,0,13500.102,0.657534,240,56.250305,3,UT,High school graduate,000000000000000000,false
1009572430,F,35,2,13779,35595,0,1,13953.602,0.663014,242,57.659393,9,CA,Bachelors degree,000000000000000000,true
1009564670,M,54,4,0,35582,2,0,14843.199,0.70411,257,57.7556,4,OK,Associate degree,000000000000000000,false
1009563510,M,36,4,9721,35558,4,0,15014.699,0.70411,257,58.423004,2,AR,Associate degree,000000000000000000,false
1009564220,M,71,4,0,35542,3,0,14339.801,0.671233,245,58.529694,4,MN,Associate degree,000000000000000000,false
1009576110,M,47,4,0,35527,2,0,14867.5,0.693151,253,58.764694,5,IA,Associate degree,000000000000000000,false
1009577700,F,45,1,0,35526,1,1,13963.699,0.663014,242,57.701004,17,ND,High school graduate,000000000000000000,true
1009537800,M,29,1,0,35520,1,1,14935.398,0.690411,252,59.267593,14,PA,High school graduate,000000000000000000,true
1009574080,M,37,1,0,35519,2,0,14130,0.671233,245,57.6734,3,MN,High school graduate,000000000000000000,false
1009567940,M,44,2,14071,35509,3,0,13466.398,0.660274,241,55.877106,2,NV,Bachelors degree,000000000000000000,false
1009534120,F,64,4,10403,35505,4,0,14339.199,0.69589,254,56.4534,3,SC,Associate degree,000000000000000000,false
1009541040,F,77,1,0,35499,5,0,13660.199,0.663014,242,56.447205,2,AZ,High school graduate,000000000000000000,false
1009559260,F,63,4,0,35461,2,0,14831.898,0.69589,254,58.393494,5,NH,Associate degree,000000000000000000,false
1009533170,F,46,1,0,35457,4,0,13404.699,0.657534,240,55.853104,2,NJ,High school graduate,000000000000000000,false
1009532380,M,21,1,0,35438,4,0,14660,0.70137,256,57.2657,3,IA,High school graduate,000000000000000000,false
1009560490,M,52,1,0,35432,5,1,13619.801,0.654795,239,56.986694,11,MI,High school graduate,000000000000000000,true
1009574650,M,20,1,0,35429,2,0,14134.301,0.663014,242,58.406204,3,AL,High school graduate,000000000000000000,false
1009538320,F,23,1,0,35414,1,1,13665.102,0.663014,242,56.467102,10,CA,High school graduate,000000000000000000,true
1009579120,F,32,4,5823,35413,3,0,13980.398,0.668493,244,57.2966,3,TN,Associate degree,000000000000000000,false
1009525730,F,46,4,0,35395,1,1,15027.699,0.70411,257,58.473404,7,MD,Associate degree,000000000000000000,true
1009553950,F,41,1,0,35387,1,0,14741.5,0.693151,253,58.266907,3,IL,High school graduate,000000000000000000,false
1009535110,M,34,1,0,35367,4,0,14891,0.69589,254,58.6259,3,WY,High school graduate,000000000000000000,false
1009565870,M,44,1,0,35363,2,0,13754.5,0.652055,238,57.7919,2,AK,High school graduate,000000000000000000,false
1009539550,M,49,4,7186,35354,2,0,13671.699,0.663014,242,56.4946,2,KS,Associate degree,000000000000000000,false
1009523140,F,53,4,0,35350,1,0,15095.199,0.70137,256,58.965607,0,LA,Associate degree,000000000000000000,false
1009551210,F,42,1,0,35327,2,1,13417.602,0.657534,240,55.9068,7,WA,High school graduate,000000000000000000,true
1009578030,M,51,4,0,35327,0,1,13834.5,0.663014,242,57.167206,12,WA,Associate degree,000000000000000000,true
1009559290,M,42,4,8473,35320,3,0,14898.699,0.70137,256,58.198196,1,VT,Associate degree,000000000000000000,false
1009569100,F,46,2,12098,35297,2,0,13888.602,0.663014,242,57.391006,3,NH,Bachelors degree,000000000000000000,false
1009548670,F,45,4,0,35287,1,0,14863.199,0.69589,254,58.516495,2,RI,Associate degree,000000000000000000,false
1009547100,M,75,2,12156,35266,0,0,13903.602,0.654795,239,58.174194,1,UT,Bachelors degree,000000000000000000,false
1009553250,M,55,4,0,35247,3,0,14752.398,0.70137,256,57.626404,4,FL,Associate degree,000000000000000000,false
1009523290,F,44,1,0,35169,0,0,13477.602,0.660274,241,55.9236,3,CT,High school graduate,000000000000000000,false
1009546330,M,30,1,0,35166,3,1,13728.801,0.654795,239,57.442703,10,ID,High school graduate,000000000000000000,true
1009576480,F,27,1,0,35146,2,0,13671.602,0.660274,241,56.728607,3,FL,High school graduate,000000000000000000,false
1009577930,F,58,1,0,35141,4,0,14045.398,0.663014,242,58.038696,2,TX,High school graduate,000000000000000000,false
1009533220,F,57,4,0,35085,3,0,13936.5,0.665753,243,57.3517,5,AK,Associate degree,000000000000000000,false
1009546380,F,23,1,0,35057,2,1,13738.5,0.663014,242,56.770706,5,MD,High school graduate,000000000000000000,true
1009576500,M,22,1,0,35014,2,1,13465.398,0.663014,242,55.642,11,OR,High school graduate,000000000000000000,true
1009572390,F,21,1,0,35012,2,0,13775.699,0.663014,242,56.924194,2,MO,High school graduate,000000000000000000,false
1009580310,M,67,1,0,35003,2,0,14293.699,0.69589,254,56.2744,2,AL,High school graduate,000000000000000000,false
1009537380,M,85,1,0,34994,1,0,14263.102,0.69863,255,55.933594,3,VT,High school graduate,000000000000000000,false
1009568090,M,26,1,0,34981,2,1,14287.199,0.69589,254,56.248795,11,WA,High school graduate,000000000000000000,true
1009531510,F,55,4,0,34969,1,0,13833.398,0.663014,242,57.162704,3,NJ,Associate degree,000000000000000000,false
1009551810,M,38,1,0,34927,2,0,13420,0.649315,237,56.624496,4,NV,High school graduate,000000000000000000,false
1009540780,M,36,1,0,34914,2,1,14845.898,0.69863,255,58.219406,11,MD,High school graduate,000000000000000000,true
1009550990,M,20,4,8423,34906,2,1,14039.398,0.654795,239,58.742493,12,OR,Associate degree,000000000000000000,true
